   2.4317016e+06   1.9456715e+03   1.4790000e+01   1.0000000e-01
   2.4317016e+06   1.9456716e+03   1.5070000e+01   1.0000000e-01
   2.4317025e+06   1.9456740e+03   1.5280000e+01   1.2000000e-01
   2.4317026e+06   1.9456741e+03   1.5110000e+01   8.0000000e-02
   2.4317026e+06   1.9456742e+03   1.5160000e+01   7.0000000e-02
   2.4317036e+06   1.9456771e+03   1.4350000e+01   8.0000000e-02
   2.4317045e+06   1.9456796e+03   1.3310000e+01   1.8000000e-01
   2.4317066e+06   1.9456852e+03   1.3570000e+01   1.8000000e-01
   2.4317086e+06   1.9456906e+03   1.3820000e+01   1.1000000e-01
   2.4317086e+06   1.9456907e+03   1.4000000e+01   2.2000000e-01
   2.4317086e+06   1.9456907e+03   1.3910000e+01   1.0000000e-01
   2.4317086e+06   1.9456907e+03   1.3840000e+01   2.6000000e-01
   2.4317105e+06   1.9456958e+03   1.4120000e+01   1.0000000e-01
   2.4317105e+06   1.9456960e+03   1.4070000e+01   7.0000000e-02
   2.4317106e+06   1.9456960e+03   1.4250000e+01   1.3000000e-01
   2.4317106e+06   1.9456961e+03   1.4200000e+01   6.0000000e-02
   2.4317115e+06   1.9456986e+03   1.4170000e+01   1.8000000e-01
   2.4317116e+06   1.9456989e+03   1.3940000e+01   2.0000000e-01
   2.4317116e+06   1.9456989e+03   1.4570000e+01   1.6000000e-01
   2.4317125e+06   1.9457014e+03   1.4400000e+01   7.0000000e-02
   2.4317125e+06   1.9457014e+03   1.4450000e+01   6.0000000e-02
   2.4317126e+06   1.9457016e+03   1.4400000e+01   1.3000000e-01
   2.4317135e+06   1.9457041e+03   1.4550000e+01   1.5000000e-01
   2.4317136e+06   1.9457043e+03   1.4460000e+01   1.1000000e-01
   2.4317136e+06   1.9457043e+03   1.4440000e+01   1.2000000e-01
   2.4317136e+06   1.9457045e+03   1.4580000e+01   9.0000000e-02
   2.4317156e+06   1.9457099e+03   1.4900000e+01   2.7000000e-01
   2.4317295e+06   1.9457479e+03   1.3540000e+01   2.1000000e-01
   2.4317295e+06   1.9457480e+03   1.3560000e+01   1.2000000e-01
   2.4317295e+06   1.9457480e+03   1.3490000e+01   8.0000000e-02
   2.4317296e+06   1.9457482e+03   1.3480000e+01   6.0000000e-02
   2.4317344e+06   1.9457615e+03   1.4160000e+01   9.0000000e-02
   2.4317345e+06   1.9457616e+03   1.4200000e+01   8.0000000e-02
   2.4317345e+06   1.9457617e+03   1.4380000e+01   9.0000000e-02
   2.4317346e+06   1.9457618e+03   1.4220000e+01   1.7000000e-01
   2.4317384e+06   1.9457724e+03   1.4920000e+01   8.0000000e-02
   2.4317385e+06   1.9457726e+03   1.4070000e+01   2.2000000e-01
   2.4317386e+06   1.9457727e+03   1.4860000e+01   1.5000000e-01
   2.4317386e+06   1.9457727e+03   1.4680000e+01   7.0000000e-02
   2.4317404e+06   1.9457779e+03   1.5110000e+01   1.3000000e-01
   2.4317405e+06   1.9457781e+03   1.4890000e+01   1.0000000e-01
   2.4317405e+06   1.9457781e+03   1.4940000e+01   1.1000000e-01
   2.4317593e+06   1.9458297e+03   1.4370000e+01   8.0000000e-02
   2.4317604e+06   1.9458325e+03   1.4580000e+01   8.0000000e-02
   2.4317604e+06   1.9458327e+03   1.4470000e+01   6.0000000e-02
   2.4317605e+06   1.9458329e+03   1.4620000e+01   8.0000000e-02
   2.4317606e+06   1.9458331e+03   1.4710000e+01   1.5000000e-01
   2.4317614e+06   1.9458354e+03   1.4590000e+01   9.0000000e-02
   2.4317615e+06   1.9458355e+03   1.4830000e+01   9.0000000e-02
   2.4317615e+06   1.9458357e+03   1.4710000e+01   8.0000000e-02
   2.4317643e+06   1.9458434e+03   1.5100000e+01   1.5000000e-01
   2.4317644e+06   1.9458436e+03   1.5020000e+01   7.0000000e-02
   2.4317645e+06   1.9458439e+03   1.5070000e+01   8.0000000e-02
   2.4317716e+06   1.9458632e+03   1.5240000e+01   1.2000000e-01
   2.4317833e+06   1.9458953e+03   1.4430000e+01   5.0000000e-02
   2.4317834e+06   1.9458955e+03   1.4470000e+01   6.0000000e-02
   2.4317853e+06   1.9459008e+03   1.4870000e+01   9.0000000e-02
   2.4317854e+06   1.9459010e+03   1.4880000e+01   9.0000000e-02
   2.4317854e+06   1.9459011e+03   1.4790000e+01   1.2000000e-01
   2.4317854e+06   1.9459011e+03   1.4800000e+01   9.0000000e-02
   2.4317854e+06   1.9459011e+03   1.4820000e+01   9.0000000e-02
   2.4317854e+06   1.9459012e+03   1.4760000e+01   1.0000000e-01
   2.4317964e+06   1.9459313e+03   1.4810000e+01   1.0000000e-01
   2.4318004e+06   1.9459422e+03   1.3720000e+01   1.8000000e-01
   2.4318005e+06   1.9459424e+03   1.3650000e+01   1.4000000e-01
   2.4318015e+06   1.9459452e+03   1.3910000e+01   2.0000000e-01
   2.4318035e+06   1.9459506e+03   1.3930000e+01   2.6000000e-01
   2.4318204e+06   1.9459970e+03   1.4040000e+01   2.3000000e-01
   2.4318234e+06   1.9460051e+03   1.3560000e+01   1.8000000e-01
   2.4318253e+06   1.9460104e+03   1.3920000e+01   2.1000000e-01
   2.4318454e+06   1.9460654e+03   1.3350000e+01   1.5000000e-01
   2.4318594e+06   1.9461038e+03   1.5040000e+01   9.0000000e-02
   2.4318733e+06   1.9461418e+03   1.4000000e+01   6.0000000e-02
   2.4318733e+06   1.9461420e+03   1.4090000e+01   5.0000000e-02
   2.4318733e+06   1.9461420e+03   1.3990000e+01   1.2000000e-01
   2.4318733e+06   1.9461421e+03   1.4170000e+01   1.3000000e-01
   2.4318743e+06   1.9461446e+03   1.4180000e+01   1.2000000e-01
   2.4318743e+06   1.9461447e+03   1.4260000e+01   1.1000000e-01
   2.4318743e+06   1.9461447e+03   1.4280000e+01   8.0000000e-02
   2.4318763e+06   1.9461502e+03   1.4450000e+01   8.0000000e-02
   2.4319163e+06   1.9462598e+03   1.3590000e+01   1.4000000e-01
   2.4319373e+06   1.9463172e+03   1.3300000e+01   1.3000000e-01
   2.4319392e+06   1.9463225e+03   1.3150000e+01   2.7000000e-01
   2.4319632e+06   1.9463883e+03   1.3680000e+01   2.3000000e-01
   2.4320066e+06   1.9465071e+03   1.3760000e+01   1.7000000e-01
   2.4320096e+06   1.9465155e+03   1.3620000e+01   1.7000000e-01
   2.4320106e+06   1.9465182e+03   1.3550000e+01   1.5000000e-01
   2.4320116e+06   1.9465210e+03   1.3900000e+01   1.3000000e-01
   2.4320236e+06   1.9465538e+03   1.5140000e+01   9.0000000e-02
   2.4320246e+06   1.9465566e+03   1.4940000e+01   1.0000000e-01
   2.4320276e+06   1.9465647e+03   1.5150000e+01   1.4000000e-01
   2.4320305e+06   1.9465727e+03   1.3350000e+01   1.6000000e-01
   2.4320306e+06   1.9465729e+03   1.3360000e+01   2.0000000e-01
   2.4320306e+06   1.9465729e+03   1.3570000e+01   1.4000000e-01
   2.4320356e+06   1.9465867e+03   1.3820000e+01   1.0000000e-01
   2.4320376e+06   1.9465921e+03   1.4260000e+01   1.2000000e-01
   2.4320396e+06   1.9465975e+03   1.4560000e+01   9.0000000e-02
   2.4320396e+06   1.9465976e+03   1.4500000e+01   8.0000000e-02
   2.4320406e+06   1.9466002e+03   1.4720000e+01   8.0000000e-02
   2.4320406e+06   1.9466003e+03   1.4310000e+01   1.1000000e-01
   2.4320406e+06   1.9466004e+03   1.4710000e+01   1.2000000e-01
   2.4320536e+06   1.9466360e+03   1.3560000e+01   1.6000000e-01
   2.4320536e+06   1.9466360e+03   1.3690000e+01   1.6000000e-01
   2.4320546e+06   1.9466387e+03   1.3550000e+01   1.5000000e-01
   2.4320556e+06   1.9466413e+03   1.3490000e+01   7.0000000e-02
   2.4320556e+06   1.9466415e+03   1.3620000e+01   1.0000000e-01
   2.4320565e+06   1.9466440e+03   1.3550000e+01   1.2000000e-01
   2.4320566e+06   1.9466441e+03   1.3730000e+01   2.3000000e-01
   2.4320566e+06   1.9466442e+03   1.2900000e+01   2.6000000e-01
   2.4320585e+06   1.9466494e+03   1.3650000e+01   1.4000000e-01
   2.4320586e+06   1.9466495e+03   1.3880000e+01   8.0000000e-02
   2.4320586e+06   1.9466496e+03   1.3900000e+01   1.1000000e-01
   2.4320586e+06   1.9466496e+03   1.3790000e+01   2.1000000e-01
   2.4320586e+06   1.9466497e+03   1.3960000e+01   1.2000000e-01
   2.4320596e+06   1.9466523e+03   1.4090000e+01   1.8000000e-01
   2.4320596e+06   1.9466524e+03   1.4160000e+01   1.1000000e-01
   2.4320606e+06   1.9466550e+03   1.4340000e+01   1.4000000e-01
   2.4320616e+06   1.9466577e+03   1.4510000e+01   1.6000000e-01
   2.4320616e+06   1.9466579e+03   1.4380000e+01   1.6000000e-01
   2.4320636e+06   1.9466633e+03   1.4400000e+01   1.2000000e-01
   2.4320676e+06   1.9466742e+03   1.5230000e+01   2.8000000e-01
   2.4320676e+06   1.9466743e+03   1.4940000e+01   8.0000000e-02
   2.4320676e+06   1.9466743e+03   1.5100000e+01   1.3000000e-01
   2.4320686e+06   1.9466770e+03   1.5260000e+01   8.0000000e-02
   2.4320696e+06   1.9466796e+03   1.5180000e+01   1.3000000e-01
   2.4320696e+06   1.9466798e+03   1.5230000e+01   9.0000000e-02
   2.4320696e+06   1.9466798e+03   1.5190000e+01   1.4000000e-01
   2.4320696e+06   1.9466798e+03   1.5330000e+01   1.7000000e-01
   2.4320696e+06   1.9466798e+03   1.5110000e+01   1.7000000e-01
   2.4320706e+06   1.9466825e+03   1.5220000e+01   1.8000000e-01
   2.4320986e+06   1.9467591e+03   1.5180000e+01   1.5000000e-01
   2.4321235e+06   1.9468273e+03   1.3080000e+01   4.1000000e-01
   2.4321235e+06   1.9468274e+03   1.3760000e+01   1.9000000e-01
   2.4321254e+06   1.9468327e+03   1.3460000e+01   3.4000000e-01
   2.4321254e+06   1.9468327e+03   1.3370000e+01   1.5000000e-01
   2.4321255e+06   1.9468329e+03   1.3830000e+01   2.3000000e-01
   2.4321264e+06   1.9468355e+03   1.3540000e+01   2.7000000e-01
   2.4321265e+06   1.9468356e+03   1.3730000e+01   1.4000000e-01
   2.4321423e+06   1.9468790e+03   1.5140000e+01   1.0000000e-01
   2.4321424e+06   1.9468791e+03   1.4950000e+01   1.8000000e-01
   2.4321513e+06   1.9469037e+03   1.3820000e+01   1.0000000e-01
   2.4321513e+06   1.9469037e+03   1.3700000e+01   1.4000000e-01
   2.4321524e+06   1.9469065e+03   1.3920000e+01   1.6000000e-01
   2.4321534e+06   1.9469093e+03   1.4290000e+01   2.4000000e-01
   2.4321793e+06   1.9469802e+03   1.4480000e+01   2.2000000e-01
   2.4322034e+06   1.9470462e+03   1.4400000e+01   2.0000000e-01
   2.4322633e+06   1.9472103e+03   1.3590000e+01   1.9000000e-01
   2.4323826e+06   1.9475373e+03   1.3430000e+01   1.8000000e-01
   2.4323876e+06   1.9475510e+03   1.4470000e+01   2.2000000e-01
   2.4323916e+06   1.9475620e+03   1.4580000e+01   2.0000000e-01
   2.4323927e+06   1.9475648e+03   1.4600000e+01   1.9000000e-01
   2.4323927e+06   1.9475648e+03   1.4900000e+01   9.0000000e-02
   2.4324395e+06   1.9476931e+03   1.4420000e+01   2.1000000e-01
   2.4324485e+06   1.9477178e+03   1.5130000e+01   2.1000000e-01
   2.4324515e+06   1.9477261e+03   1.3330000e+01   1.0000000e-01
   2.4324735e+06   1.9477862e+03   1.3460000e+01   1.2000000e-01
   2.4324735e+06   1.9477863e+03   1.3240000e+01   2.3000000e-01
   2.4324755e+06   1.9477918e+03   1.3690000e+01   2.3000000e-01
   2.4324794e+06   1.9478025e+03   1.3910000e+01   1.5000000e-01
   2.4324994e+06   1.9478572e+03   1.4110000e+01   2.7000000e-01
   2.4325034e+06   1.9478681e+03   1.4370000e+01   1.1000000e-01
   2.4325034e+06   1.9478682e+03   1.4360000e+01   1.9000000e-01
   2.4325074e+06   1.9478792e+03   1.4700000e+01   1.3000000e-01
   2.4325093e+06   1.9478844e+03   1.4890000e+01   1.1000000e-01
   2.4325294e+06   1.9479393e+03   1.4360000e+01   1.8000000e-01
   2.4325374e+06   1.9479613e+03   1.5210000e+01   1.7000000e-01
   2.4325394e+06   1.9479668e+03   1.4950000e+01   2.6000000e-01
   2.4325923e+06   1.9481116e+03   1.3450000e+01   2.2000000e-01
   2.4325943e+06   1.9481171e+03   1.3790000e+01   2.1000000e-01
   2.4326223e+06   1.9481934e+03   1.5010000e+01   1.7000000e-01
   2.4326262e+06   1.9482042e+03   1.4780000e+01   7.0000000e-02
   2.4326392e+06   1.9482397e+03   1.3530000e+01   2.4000000e-01
   2.4326392e+06   1.9482397e+03   1.4060000e+01   2.2000000e-01
   2.4326412e+06   1.9482452e+03   1.4130000e+01   1.7000000e-01
   2.4326422e+06   1.9482479e+03   1.3940000e+01   1.9000000e-01
   2.4326532e+06   1.9482780e+03   1.5340000e+01   2.3000000e-01
   2.4327696e+06   1.9485960e+03   1.5300000e+01   1.3000000e-01
   2.4327766e+06   1.9486152e+03   1.3290000e+01   2.1000000e-01
   2.4327966e+06   1.9486696e+03   1.4800000e+01   2.4000000e-01
   2.4328016e+06   1.9486832e+03   1.3670000e+01   2.4000000e-01
   2.4328036e+06   1.9486887e+03   1.3570000e+01   2.1000000e-01
   2.4328046e+06   1.9486914e+03   1.3990000e+01   1.8000000e-01
   2.4328075e+06   1.9486996e+03   1.4200000e+01   1.4000000e-01
   2.4328215e+06   1.9487378e+03   1.4710000e+01   9.0000000e-02
   2.4328245e+06   1.9487459e+03   1.3390000e+01   8.0000000e-02
   2.4328246e+06   1.9487461e+03   1.3490000e+01   2.1000000e-01
   2.4328285e+06   1.9487568e+03   1.4080000e+01   1.2000000e-01
   2.4328386e+06   1.9487844e+03   1.5200000e+01   9.0000000e-02
   2.4328514e+06   1.9488194e+03   1.3710000e+01   1.1000000e-01
   2.4328525e+06   1.9488224e+03   1.3600000e+01   3.1000000e-01
   2.4328614e+06   1.9488468e+03   1.5230000e+01   1.3000000e-01
   2.4328783e+06   1.9488930e+03   1.4480000e+01   5.0000000e-02
   2.4328794e+06   1.9488959e+03   1.3980000e+01   1.7000000e-01
   2.4328803e+06   1.9488985e+03   1.4530000e+01   2.5000000e-01
   2.4328804e+06   1.9488985e+03   1.4830000e+01   1.2000000e-01
   2.4328843e+06   1.9489092e+03   1.5020000e+01   1.0000000e-01
   2.4328844e+06   1.9489096e+03   1.4930000e+01   1.2000000e-01
   2.4328874e+06   1.9489179e+03   1.4860000e+01   8.0000000e-02
   2.4328883e+06   1.9489202e+03   1.4980000e+01   1.1000000e-01
   2.4328883e+06   1.9489203e+03   1.5030000e+01   9.0000000e-02
   2.4328884e+06   1.9489204e+03   1.4940000e+01   1.2000000e-01
   2.4328884e+06   1.9489206e+03   1.4960000e+01   1.0000000e-01
   2.4328884e+06   1.9489206e+03   1.5210000e+01   1.2000000e-01
   2.4328894e+06   1.9489233e+03   1.5140000e+01   2.0000000e-01
   2.4328895e+06   1.9489235e+03   1.4760000e+01   3.1000000e-01
   2.4328913e+06   1.9489284e+03   1.4690000e+01   1.2000000e-01
   2.4328913e+06   1.9489285e+03   1.4650000e+01   1.1000000e-01
   2.4328914e+06   1.9489286e+03   1.4640000e+01   1.6000000e-01
   2.4328914e+06   1.9489288e+03   1.4540000e+01   1.7000000e-01
   2.4328914e+06   1.9489288e+03   1.4570000e+01   1.4000000e-01
   2.4328934e+06   1.9489341e+03   1.3350000e+01   1.2000000e-01
   2.4329084e+06   1.9489751e+03   1.4780000e+01   2.0000000e-01
   2.4329085e+06   1.9489753e+03   1.4840000e+01   1.5000000e-01
   2.4329153e+06   1.9489940e+03   1.3880000e+01   2.1000000e-01
   2.4329153e+06   1.9489941e+03   1.3860000e+01   1.6000000e-01
   2.4329154e+06   1.9489942e+03   1.3660000e+01   1.1000000e-01
   2.4329154e+06   1.9489944e+03   1.3660000e+01   1.3000000e-01
   2.4329193e+06   1.9490049e+03   1.3700000e+01   2.0000000e-01
   2.4329193e+06   1.9490050e+03   1.3910000e+01   1.7000000e-01
   2.4329194e+06   1.9490051e+03   1.3740000e+01   1.7000000e-01
   2.4329194e+06   1.9490053e+03   1.3630000e+01   2.5000000e-01
   2.4329403e+06   1.9490625e+03   1.3270000e+01   2.3000000e-01
   2.4329404e+06   1.9490626e+03   1.3590000e+01   1.1000000e-01
   2.4329404e+06   1.9490628e+03   1.3690000e+01   2.0000000e-01
   2.4329405e+06   1.9490629e+03   1.3320000e+01   2.4000000e-01
   2.4329413e+06   1.9490652e+03   1.3460000e+01   1.4000000e-01
   2.4329413e+06   1.9490653e+03   1.3410000e+01   2.0000000e-01
   2.4329414e+06   1.9490654e+03   1.3570000e+01   2.7000000e-01
   2.4329753e+06   1.9491583e+03   1.4500000e+01   2.6000000e-01
   2.4329773e+06   1.9491637e+03   1.5170000e+01   1.7000000e-01
   2.4329983e+06   1.9492213e+03   1.4480000e+01   1.5000000e-01
   2.4330043e+06   1.9492378e+03   1.4840000e+01   2.5000000e-01
   2.4330103e+06   1.9492541e+03   1.3160000e+01   2.0000000e-01
   2.4330123e+06   1.9492596e+03   1.3690000e+01   1.4000000e-01
   2.4331016e+06   1.9495045e+03   1.4010000e+01   1.4000000e-01
   2.4331036e+06   1.9495100e+03   1.3470000e+01   2.0000000e-01
   2.4331296e+06   1.9495810e+03   1.3790000e+01   1.7000000e-01
   2.4331506e+06   1.9496387e+03   1.3390000e+01   4.2000000e-01
   2.4331536e+06   1.9496469e+03   1.3960000e+01   1.5000000e-01
   2.4331536e+06   1.9496469e+03   1.3900000e+01   2.0000000e-01
   2.4331606e+06   1.9496661e+03   1.5040000e+01   1.8000000e-01
   2.4331796e+06   1.9497180e+03   1.4550000e+01   3.1000000e-01
   2.4332424e+06   1.9498901e+03   1.3510000e+01   2.6000000e-01
   2.4332433e+06   1.9498927e+03   1.3470000e+01   1.5000000e-01
   2.4332653e+06   1.9499529e+03   1.3940000e+01   2.4000000e-01
   2.4332714e+06   1.9499695e+03   1.4100000e+01   1.7000000e-01
