416.008099	-0.020178	0.03622
416.014809	-0.028711	0.074851
416.021518	-0.026596	0.114027
416.028228	-0.000917	0.151804
416.034938	0.039205	0.18414
416.041647	0.075997	0.215804
416.048357	0.10403	0.246831
416.055067	0.122036	0.283053
416.061776	0.129489	0.321761
416.068486	0.13814	0.360833
416.075196	0.147033	0.394987
416.081906	0.138376	0.417765
416.088615	0.109926	0.435492
416.095325	0.069221	0.454155
416.102035	0.027325	0.479026
416.108744	-0.025723	0.508659
416.115454	-0.088657	0.539835
416.122164	-0.15001	0.568257
416.128873	-0.196192	0.586585
416.135583	-0.220497	0.595021
416.142293	-0.235056	0.595763
416.149003	-0.24542	0.597398
416.155712	-0.238967	0.600757
416.162422	-0.210782	0.598007
416.169132	-0.169178	0.586791
416.175841	-0.124786	0.566353
416.182551	-0.086546	0.534936
416.189261	-0.067133	0.499057
416.19597	-0.057773	0.458918
416.20268	-0.044703	0.421692
416.20939	-0.025946	0.389427
416.2161	0.007417	0.365652
416.222809	0.052293	0.349495
416.229519	0.099097	0.340419
416.236229	0.140586	0.332795
416.242938	0.173895	0.325362
416.249648	0.200256	0.312187
416.256358	0.208548	0.29265
416.263067	0.184599	0.272376
416.269777	0.126547	0.247953
416.276487	0.060747	0.221917
416.283197	0.021668	0.197056
416.289906	0.018507	0.173004
416.296616	0.053301	0.145713
416.303326	0.113312	0.116334
416.310035	0.178766	0.08861
416.316745	0.224898	0.062161
416.323455	0.243758	0.035137
416.330164	0.241612	0.012842
416.336874	0.2273	-0.002448
416.343584	0.232275	-0.015859
416.350294	0.262786	-0.0238
416.357003	0.308348	-0.029107
416.363713	0.355849	-0.032637
416.370423	0.393121	-0.033642
416.377132	0.419482	-0.02784
416.383842	0.471828	-0.013747
416.390552	0.542568	0.009932
416.397261	0.583955	0.039107
416.403971	0.586313	0.071144
416.410681	0.551571	0.104081
416.417391	0.495791	0.136666
416.4241	0.480816	0.170657
416.43081	0.514419	0.206394
416.43752	0.565406	0.239606
416.444229	0.603146	0.263504
416.450939	0.630734	0.278083
416.457649	0.663295	0.282716
416.464358	0.68282	0.289732
416.471068	0.67843	0.305921
416.477778	0.656827	0.334422
416.484488	0.643557	0.369872
416.491197	0.658955	0.409413
416.497907	0.693665	0.448508
416.504617	0.718283	0.489194
416.511326	0.718415	0.527211
416.518036	0.697277	0.558618
416.524746	0.679775	0.582733
416.531455	0.68558	0.602036
416.538165	0.709155	0.6257
416.544875	0.738295	0.650056
416.551585	0.763285	0.677279
416.558294	0.804092	0.700854
416.565004	0.866112	0.713262
416.571714	0.944072	0.710426
416.578423	1.003848	0.701941
416.585133	1.033953	0.700366
416.591843	1.044336	0.709921
416.598552	1.048391	0.742605
416.605262	1.058586	0.794294
416.611972	1.075808	0.849698
416.618682	1.115713	0.899864
416.625391	1.167914	0.937216
416.632101	1.226283	0.963887
416.638811	1.273293	0.988788
416.64552	1.307833	1.014044
416.65223	1.315435	1.044796
416.65894	1.301831	1.081999
416.665649	1.277344	1.125973
416.672359	1.257789	1.174232
416.679069	1.252849	1.219587
416.685779	1.25621	1.250874
416.692488	1.251117	1.264594
416.699198	1.264238	1.26214
416.705908	1.311014	1.252975
416.712617	1.377606	1.243858
416.719327	1.422159	1.244162
416.726037	1.403171	1.251673
416.732746	1.326291	1.264224
416.739456	1.236315	1.274599
416.746166	1.177316	1.278914
416.752876	1.152848	1.282718
416.759585	1.150811	1.280004
416.766295	1.162872	1.26994
416.773005	1.176965	1.265788
416.779714	1.193174	1.26891
416.786424	1.189597	1.277514
416.793134	1.157162	1.290435
416.799843	1.093128	1.309023
416.806553	1.019687	1.322284
416.813263	0.964382	1.318678
416.819973	0.941277	1.305182
416.826682	0.935098	1.2831
416.833392	0.934099	1.259429
416.840102	0.936696	1.240205
416.846811	0.939807	1.225772
416.853521	0.928698	1.20976
416.860231	0.891186	1.188979
416.86694	0.826033	1.157288
416.87365	0.749046	1.119639
416.88036	0.674743	1.076922
416.88707	0.60425	1.031261
416.893779	0.540839	0.988282
416.900489	0.483911	0.947692
416.907199	0.429132	0.906927
416.913908	0.354522	0.859916
416.920618	0.267015	0.809564
416.927328	0.181133	0.75255
416.934037	0.121477	0.689579
416.940747	0.0989	0.624944
416.947457	0.09425	0.558705
416.954167	0.099781	0.488883
416.960876	0.109442	0.421272
416.967586	0.125439	0.354213
416.974296	0.141772	0.288825
416.981005	0.157425	0.227401
416.987715	0.159837	0.172764
416.994425	0.143797	0.127026
417.001134	0.114032	0.090846
417.007844	0.084805	0.05633
417.014554	0.078599	0.017305
417.021264	0.092462	-0.023904
417.027973	0.117031	-0.061568
417.034683	0.131329	-0.09656
417.041393	0.121316	-0.124661
417.048102	0.095716	-0.139353
417.054812	0.065721	-0.14612
417.061522	0.028991	-0.149188
417.068231	-0.008245	-0.15361
417.074941	-0.044339	-0.163287
417.081651	-0.0766	-0.181721
417.088361	-0.092325	-0.207202
417.09507	-0.079452	-0.236815
417.10178	-0.04219	-0.267495
417.10849	0.008443	-0.295607
417.115199	0.04514	-0.326188
417.121909	0.054982	-0.355761
417.128619	0.0444	-0.377208
417.135328	0.020559	-0.394474
417.142038	-0.021428	-0.403716
417.148748	-0.065676	-0.408905
417.155458	-0.076017	-0.412855
417.162167	-0.044224	-0.419217
417.168877	0.004176	-0.425342
417.175587	0.030968	-0.428607
417.182296	0.021251	-0.420706
417.189006	-0.003363	-0.398623
417.195716	-0.016195	-0.36666
417.202425	-0.019841	-0.328471
417.209135	-0.025963	-0.284827
417.215845	-0.038443	-0.24353
417.222555	-0.038863	-0.211212
417.229264	-0.018282	-0.183829
417.235974	0.018137	-0.157436
417.242684	0.057455	-0.127045
417.249393	0.093645	-0.088921
417.256103	0.13365	-0.041335
417.262813	0.175274	0.012098
417.269522	0.205964	0.068581
417.276232	0.217267	0.118374
417.282942	0.207171	0.15683
417.289652	0.197151	0.187496
417.296361	0.209791	0.204816
417.303071	0.237204	0.217273
417.309781	0.261119	0.229816
417.31649	0.26692	0.249808
417.3232	0.262177	0.281907
417.32991	0.27787	0.324449
417.336619	0.319773	0.372201
417.343329	0.363605	0.423405
417.350039	0.396173	0.471911
417.356749	0.420723	0.512815
417.363458	0.44988	0.546872
417.370168	0.495969	0.577339
417.376878	0.544682	0.607017
417.383587	0.584377	0.637942
417.390297	0.616853	0.679188
417.397007	0.654314	0.729645
417.403716	0.701503	0.78223
417.410426	0.757291	0.831293
417.417136	0.818336	0.875014
417.423846	0.880573	0.912472
417.430555	0.939754	0.9442
417.437265	0.990391	0.976296
417.443975	1.019305	1.013323
417.450684	1.014729	1.052854
417.457394	0.986458	1.096364
417.464104	0.953415	1.13991
417.470813	0.952086	1.179833
417.477523	0.983	1.212675
417.484233	1.016754	1.235815
417.490943	1.038696	1.252709
417.497652	1.064567	1.264672
417.504362	1.10715	1.273066
417.511072	1.151993	1.278323
417.517781	1.172111	1.282726
417.524491	1.158668	1.290878
417.531201	1.143153	1.299583
417.53791	1.141868	1.309574
417.54462	1.151178	1.321694
417.55133	1.153091	1.330109
417.55804	1.144506	1.335477
417.564749	1.138908	1.33946
417.571459	1.149594	1.342347
417.578169	1.171602	1.352642
417.584878	1.184768	1.369704
417.591588	1.175414	1.389069
417.598298	1.155049	1.405505
417.605007	1.149788	1.416253
417.611717	1.158199	1.415442
417.618427	1.161567	1.406254
417.625137	1.148444	1.393405
417.631846	1.134593	1.379246
417.638556	1.143612	1.365577
417.645266	1.167677	1.354759
417.651975	1.18858	1.343342
417.658685	1.185362	1.330549
417.665395	1.161317	1.309899
417.672104	1.11846	1.274985
417.678814	1.060215	1.225292
417.685524	0.989834	1.164223
417.692234	0.915638	1.095607
417.698943	0.841006	1.026079
417.705653	0.780905	0.960525
417.712363	0.741924	0.901098
417.719072	0.711593	0.845132
417.725782	0.675795	0.788704
417.732492	0.63312	0.733447
417.739201	0.594869	0.673055
417.745911	0.56914	0.611231
417.752621	0.558247	0.545662
417.759331	0.547892	0.479396
417.76604	0.533356	0.414702
417.77275	0.522366	0.358141
417.77946	0.522604	0.310487
417.786169	0.534706	0.268113
417.792879	0.552013	0.232832
417.799589	0.558932	0.199609
417.806298	0.550655	0.162417
417.813008	0.5357	0.119597
417.819718	0.530905	0.07381
417.826428	0.527211	0.030494
417.833137	0.503122	-0.005034
417.839847	0.446446	-0.03081
417.846557	0.371202	-0.045684
417.853266	0.305396	-0.051501
417.859976	0.269198	-0.055368
417.866686	0.248014	-0.065082
417.873395	0.227161	-0.084398
417.880105	0.206604	-0.114586
